ID,Ascribed period,Type,Loop shape,Site Type (Primary),Loop?,Feet?,Material,Clapper?,Lat (Y),Long (X),Site Name,Site Type (Specific),County,Decoration?,Published in,Max Diameter (mm),Min Diameter (mm),Max Height (mm),Additional Information,Manufacture,Dating Info,Description
230,Roman,Conical,Oval,Rural,TRUE,FALSE,Cu alloy,FALSE,54.138,-1.524,Ripon,PAS,East Riding of Yorkshire,TRUE,PAS: LANCUM-371843,-,-,-,-,Cast,-,"Small bell, probably dating from the Roman period. The bell is conical and has an oval suspension loop at the top with a circular aperture. It is decorated with three mouldings: two around the circular opening at the lower end and one between the body and"
232,Roman,Fragment,Ovate,Rural,TRUE,FALSE,Cu alloy,TRUE,51.08305,-1.07855,Ropley,PAS,Hampshire,FALSE,PAS: SUR-081692,9.96,-,49.35,-,Cast,-,"Fragment, consisting of the clapper of a bell only. The object consists of a slightly tapering shaft of circular section which terminates in a pear-shaped rounded expansion. At the opposite end the shaft merges into a flattened diamond-shaped terminal, bu"
261,Roman,Unknown,Unclear,Rural,TRUE,FALSE,Cu alloy,FALSE,50.849789,0.470503,Rother,PAS,East Sussex,FALSE,PAS: KENT-3B90E8,20,-,29,-,Cast,-,"No image. Description from PAS as follows: 'Copper alloy, broken top section only of a cast, pyramidal shaped bell with lozenge shaped suspension loop or handle.'"
240,Roman,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.793,-2.899,Ruyton-XI-Towns,PAS,Shropshire,FALSE,PAS: HESH-1C8103,21.9,-,20.4,-,Cast,-,"Incomplete bell of uncertain date. The bell is conical, but with very slightly convex sides. The suspension loop has been broken, possibly through wear. The upper outer and inner parts of the bell are stained orange – probably from iron attachments and cl"
241,Roman,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.793,-2.899,Ruyton-XI-Towns,PAS,Shropshire,FALSE,PAS: HESH-1C5D35,26.1,-,24.7,-,Cast,-,"Incomplete bell of uncertain date. The bell is conical, but with very slightly convex sides. The suspension loop is broken at the top, but enough remains to suggest a circular shape. Positioned at either side of the bell, on the same axis as the loop, are"
205,Roman,Fragment,-,Rural,FALSE,FALSE,Cu alloy,FALSE,51.074,-1.7936,Salisbury,PAS,Wiltshire,FALSE,PAS: WILT-4C9BE8,49.19,-,26.94,-,-,-,Fragment of the body of a bell of probable Roman date. The fragment is C-shaped and would have once been part of the circular mouth. It tapers from the mouth to the neck at which point it terminates in an old break. The fragment has a smooth dark green pa
133,Roman,Conical,Oval,Rural,TRUE,FALSE,Cu alloy,FALSE,53.825,-1.2777,Saxton with Scarthingwell,PAS,North Yorkshire,TRUE,PAS: SWYOR-2DD7C4,29.3,-,34.6,-,Cast,-,"Incomplete. The bell is conical in shape and tapers towards the top where an integrally cast suspension loop is positioned at the apex. The loop is oval / circular in shape with a circular hole. Only about half of the body remains, the rest has been broke"
5,Roman,Tulip,Pentagonal,Small town,TRUE,FALSE,Cu alloy,FALSE,52.36616,1.15616,Scole,Occupation,Suffolk,FALSE,Seeley 1995: SF85374,35,-,74,"Contained three melon beads, and was found underneath an area of packed flints interpreted as a threshold to a small building",Cast,,"Rectangular in section although damage in antiquity has left it mishapen. It has a pentagonal suspension loop which shows signs of wear on one side, with a circular aperture. No clapper found although there are two broken prongs inside the bell which may "
78,Roman,Domed,-,Military,FALSE,FALSE,Cu alloy,FALSE,53.1373,-4.2659,Segontium,Fort,Gwynedd,FALSE,"Casey & Davies 1993: 174, Fig. 10.8.100",60,-,35,"Context 2156, Period 5.",Cast,Trajanic-Hadrianic,Incomplete domed bell lacking its clapper and suspension loop. Two shallow lines are incised around the body of the bell. Traces of iron corrosion at the top suggests that the clapper was attached with iron.
117,Roman,Unknown,-,Military,FALSE,FALSE,Cu alloy,FALSE,53.1373,-4.2659,Segontium,Temple,Gwynedd,FALSE,Boon 1960: 164,-,-,25,"Found below altar, and in close association with fragments of a probable candelabra standard and possibly hung from an end loop. Mithraeum dated: from early 3rd c. to later 4th c; finds below altar probably later 3rd C",Cast,?later 3rd c,"No image, recorded description is as follows: 'Small bronze bell heavily shrouded in rust.'"
311,Roman,Domed,,Rural,TRUE,FALSE,Cu alloy,FALSE,51.76541,-3.71134,"Seven Sisters, near Neath",Hoard,Wales,FALSE,"Davies & Spratling 1976, 127, fig. 4.7",44.5,42.5,44,From a hoard containing horse and feasting equipment,Cast,AD 50-75,"Incomplete cast bronze bell, the suspension loop broken off and the lower edge ragged"
312,Roman,Quadrangular,?Hexagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.76541,-3.71134,"Seven Sisters, near Neath",Hoard,Wales,FALSE,"Davies & Spratling 1976, 127, fig. 4.8",27,,48,From a hoard containing horse and feasting equipment,Cast,AD 50-75,Incomplete cast bronze bell with ragged lower edges; quadrangular type with smoothed but probably originally hexagonal loop; no surviving clapper.
175,Roman,Openwork,Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.80431,0.18451,Sheering,PAS,Essex,FALSE,PAS: BH-9C5145,15,-,21.2,-,Cast,-,"Incomplete, as much of the bell's chamber has been lost. Part of the bottom side survives, indicating that it was originally conical. The sides are of openwork form, with a series of pairs of back-to-back triangular apertures. The suspension loop consists"
259,Roman,Domed,Unclear,Rural,TRUE,FALSE,Cu alloy,FALSE,52.12952,0.71793,Shimpling,PAS,Suffolk,FALSE,PAS: SF-DB21A5,25.7,-,22.6,-,Cast,-,"Domed bell in very good condition. The suspension loop is fractured and slightly faceted, making the original shape unclear. To one side of the suspension loop, on the body of the bell, there is a single oval shaped sound hole, measuring 4mm by 2.8mm in s"
262,Roman,Conical,Unclear,Rural,TRUE,TRUE,Cu alloy,FALSE,51.412943,0.432235,Shorne,PAS,Kent,FALSE,PAS: KENT-5055,-,-,-,-,Cast,-,"Incomplete. Conical bell with a worn, irregular rim. A small section of the rim and lower body of the bell is missing. The shape of the suspension loop is not overly clear in the PAS image or description, but seems to be circular or perhaps ovate. The ima"
44,Roman,Quadrangular,Hexagonal,Large town,TRUE,TRUE,Cu alloy,FALSE,51.357222,-1.0825,Silchester,Occupation,Hampshire,FALSE,Unpublished.,34,23,43,Insula IX,Cast,-,"Incomplete. Four-sided bell, badly damaged, with one side broken off and the other side is cracked. There are very small lugs at two of the bottom corners. Hexagonal suspension loop with a circular aperture.  Too dense to see if the clapper is present via"
118,Roman,Fragment,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.357222,-1.0825,Silchester,Occupation,Hampshire,FALSE,Unpublished,22.5,25,28,"SF 4123, pers. com. Sandie Williams",Cast,-,"Fragment, consisting of a suspension loop and a very small section of the crown of a bell. The suspension loop is hexagonal with a circular aperture. No clapper survives but a stub remains where one would have been. XRF analyses revealed 10% lead content."
119,Roman,Unknown,-,Large town,FALSE,FALSE,Cu alloy,FALSE,51.357222,-1.0825,Silchester,,Hampshire,FALSE,Thomson 1924: 589,-,-,-,-,Cast,-,No image or recorded description.
289,,Openwork,Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,54.003636,-0.86211,Skirpenbeck,PAS,Yorkshire,FALSE,PAS: YORYM-FD6653,,,30,,Cast,,"alternating triangles, 2 survive pentagonal loop"
21,Roman,Crotal,-,Military,TRUE,FALSE,Cu alloy,FALSE,54.995,-1.43,South Shields,Fort,Tyne and Wear,FALSE,"Allason-Jones & Miket 1984: 184, Fig. 3.566",19,8,-,-,Cast,-,"Spherical bronze bell with a surrounding flange, part of which projects and is folded over to form an attachment. It appears to contain a loose spherical clapper."
22,Roman,Crotal,Unclear,Military,TRUE,FALSE,Cu alloy,FALSE,54.995,-1.43,South Shields,Fort,Tyne and Wear,FALSE,"Allason-Jones & Miket 1984: 184, Fig. 3.564",20,-,-,-,Cast,-,Incomplete and distorted / flattened. It has one median rib and a square-sectioned pierced loop for attachment. No clapper recorded.
120,Roman,Conical,Unclear,Military,TRUE,FALSE,Cu alloy,FALSE,54.995,-1.43,South Shields,Fort,Tyne and Wear,FALSE,"Allason-Jones & Miket 1984, 3.562",19,-,40,-,Cast,-,"No image, recorded description is as follows: 'Bronze cylinder bell, conical in shape with a flat triangular handle pierced by an oval hole. Clapper Missing.'"
121,Roman,Crotal,-,Military,FALSE,FALSE,Cu alloy,FALSE,54.995,-1.43,South Shields,Fort,Tyne and Wear,TRUE,"Allason-Jones & Miket 1984, 3.563",22,-,-,-,Cast,-,"No image, recorded description is as follows: 'Spherical Bronze bell with a median ridge and groove motif, pierced at the top by a 1mm diameter circular hole.'"
122,Roman,Fragment,-,Military,FALSE,FALSE,Cu alloy,TRUE,54.995,-1.43,South Shields,Fort,Tyne and Wear,FALSE,"Allason-Jones & Miket 1984, 3.565",28,-,-,-,Cast,-,"Fragment, consisting of the clapper of a bell only. It has a domed head and a rectangular-sectioned splayed shank which is pierced at the terminal by a circular-sectioned iron rivet. The head and shank have a pronounced ‘mould-seam’."
95,Anglo-Saxon,Domed,Semi-circular,Other,TRUE,FALSE,Cu alloy,TRUE,52.737,0.934,Spong Hill,Burial,Norfolk,FALSE,"Hills & Lucy 2013, 91,fig. 2.29; Hills & Penn 1981: Fig. 197.1281; Hills 1977: 50",-,-,-,"Cremation C1281, unsexed adult",Cast,Anglo-Saxon,"Domed bell. Semi-circular suspension loop with large, slightly oval aperture. Found with separate iron remains of bell clapper. Image indicates a  slightly pitted surface."
45,Roman,Quadrangular,Hexagonal,Small town,TRUE,TRUE,Cu alloy,FALSE,51.430556,0.328333,Springhead,Votive offering (Spring),Kent,FALSE,"Schuster 2011, 271, fig. 119, No. 304",43,-,60,"Context 6445, SF 1813, Intervention 1000 (spring)",Cast,-,"Incomplete. Four-sided pyramidal bell with small lugs at the bottom corners, three remaining. Corrosion on outer surface on half of object. Worn suspension loop, probably hexagonal in shape, with a circular aperture. Corrosion from now missing iron clappe"
79,Roman,Domed,?Hexagonal,Small town,TRUE,FALSE,Cu alloy,TRUE,51.430556,0.328333,Springhead,Burial,Kent,TRUE,"Schuster 2011, 278",15,-,16,"From infant burial 12224, SF 15748; found with a single nail; neonate of 0-4 weeks in vessel, possibly with second neonate (36 weeksin utero-2 weeks; in sanctuary area",Cast,Mid-Roman,"Complete, small domed bell. Double grooved line decoration around circumference towards rim. Hexagonal (?described as triangular) suspension loop with circular aperture. Iron clanger still in place but not moving."
236,Roman,Domed,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.755,-0.336,St Albans,PAS,Hertfordshire,TRUE,PAS: BH-EF02E2,24.5,-,38.5,-,Cast,-,Incomplete bell of possible Roman date. It has slightly convex sides making it slightly domed-shaped. There is a hexagonal suspension loop at the apex with a circular aperture. The outer surface has some circumferential lines. Part of the lower end of the
255,Roman,Conical,Squared,Rural,TRUE,FALSE,Cu alloy,FALSE,51.62,-1.33,Steventon,PAS,Oxfordshire,FALSE,PAS: BERK-2C8DF6,28.84,-,35.74,-,Cast,-,"Four-sided bell with an oval section. The suspension loop is set perpendicular, and is squared, but the top is fractured. It has an oval aperture which is filled with iron corrosion. Clapper is missing. The exterior of the bell has many file marks present"
229,Roman,Openwork,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,51.9568,-0.719,Stoke Hammond,PAS,Buckinghamshire,TRUE,PAS: BUC-E94117,25.19,-,24.65,-,-,-,"A squashed conical bell, probably of Roman date. It would have been circular in plan but has been squashed in on one side. It is triangular in profile, with an integral circular suspension loop at its apex. The loop is thin and worn with a oval hole throu"
207,Roman,Shouldered,Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.95,-1.176,Stoke Lyne,PAS,Oxfordshire,FALSE,PAS: BERK-6F3578,-,-,36.3,-,Cast,-,"Circular in plan, with an integrally cast pentagonal suspension loop with a circular aperture. Inside the bell is a small copper alloy loop with a small piece of the iron clapper. The bell has a silvery appearance inside and out, indicating a high tin con"
265,Roman,Quadrangular,Pentagonal,Rural,TRUE,TRUE,Cu alloy,FALSE,52.193689,1.118783,Stonham Aspal,PAS,Suffolk,FALSE,PAS: SF-10260,38,-,67,-,-,-,"Incomplete. The rim of the bell is torn up and missing, except for one corner where two faces meet, at this point the rim extends into a semi-circuler lug. It is likely to have originally been quadrangular or conical in shape although it is slightly disto"
189,Medieval - Post-Medieval,Shouldered,Squared,Rural,TRUE,FALSE,Cu alloy,FALSE,52.122548,1.523751,Sudbourne,PAS,Suffolk,TRUE,PAS: SF-947455,16.65,-,23.79,-,Cast,-,"Conical in form with a flattened, flaring rim that has possible traces of solder on its underside suggesting this may be one half of a composite bell. It is decorated with an incised circumferential groove just above the rim, and a second similar groove m"
193,Early Medieval,Openwork,Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,52.067818,1.36299,Sutton,PAS,Suffolk,FALSE,PAS: SF-C1F282,25,-,30,-,Cast,Ascribed date of AD 900 - 1066,"Incomplete. Roughly half of this bell survives the other half is missing due to old breaks, now worn. Suspension loop is pentagonal with a circular hole through its centre, and the surviving side of the bell has been squashed flat. The body of the bell is"
248,Roman - Medieval,Unknown,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.853,-1.451,Swarkestone,PAS,Derbyshire,FALSE,PAS: DENO-95DEF5,32.9,-,41.88,-,Cast,-,"Incomplete. Badly damaged and distorted, with the body torn and a section missing. Probably dome-shaped with two small (3mm diameter) circular sound holes towards the top. The 'handle' is not a loop, but two triangular in-turned loops - these are not part"
148,Roman,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,53.49245,-0.021846,Tetney,PAS,Lincolnshire,TRUE,PAS: SWYOR-BD48C2,25.24,-,22.9,-,Cast,-,"Incomplete - only half of the bell survives. The bell is conical and missing the clapper. Suspension loop has been broken. Testing with magnet suggests there is iron within the apex, though it is not visible. This may suggest that the clapper was iron, bu"
208,Roman,Shouldered,Hexagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.99,-2.16,Tewkesbury,PAS,Gloucestershire,FALSE,PAS: GLO-5D7CF1,16,-,21,-,-,-,"Incomplete, approximately 30% of the wall of the bell is missing. Wide conical body, with a slight shoulder. On the top of the bell is a circular raised platform to which is mounted a hexagonal suspension loop, 11mm wide with a circular aperture 4mm in di"
143,Roman,Conical,Squared,Rural,TRUE,FALSE,Cu alloy,FALSE,54.232731,-1.34205,Thirsk,PAS,North Yorkshire,FALSE,PAS: DUR-D47257,28.1,-,31.68,-,Cast,-,Almost complete bell. The bell is triangular in plan with a rectangular suspension loop projecting from the apex. A raised rim is present around the base of the bell. The interior of the bell is undecorated and the clapper no longer remains. The bell has 
137,,Unknown,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,51.895,-2.347,Tibberton,PAS,Gloucestershire,FALSE,PAS: PUBLIC-CEF567 - but link no longer active?,-,-,-,-,Cast,-,No description
138,?Roman,Fragment,-,Rural,FALSE,FALSE,Cu alloy,FALSE,51.065,-2.081,Tisbury,PAS,Wiltshire,FALSE,PAS: WILT-8227D6,-,-,-,-,Cast,-,"Two fragments of a bell of possible Roman date. The first fragment consists of the base of the bell, widening towards the rim, and is 52.5mm wide, 17.0mm in height. The interior of the fragment has iron corrosion, probably from the now missing clapper. Th"
102,Roman,Conical,Hexagonal,Large town,TRUE,FALSE,-,FALSE,53.961667,-1.080556,Trentholme Drive (York),?Burial,North Yorkshire,TRUE,"Wenham 1968: 97, Fig. 36.7",-,-,15.24,"Found in cemetery soil. Possibly grave furniture, but not associated with any specific body.",Cast,Cemetery dates to 2nd cent. AD,"Miniature, conical bell. Suspension loop is worn at the top, so could be hexagonal or pentagonal in shape, with an ovate aperture. No clapper recorded. Image indicates a series of parallel, circumferential incised lines; one pair on the lower half of the "
47,Roman,Quadrangular,Pentagonal,Military,TRUE,TRUE,Cu alloy,FALSE,51.704,-2.902,Usk,Fortress,Monmouthshire,FALSE,"Manning 1995: 56, Fig. 20.3",53,-,-,From ditch outside fortress.,Cast,Pre-Flavian,"Incomplete. Four-sided pyramidal bell with small lugs at the bottom corners, image suggests three remaining. Image suggests one corner is broken off. Worn pentagonal suspension loop with circular aperture. No clapper recorded."
80,Roman,Domed,Hexagonal,Military,TRUE,FALSE,Cu alloy,FALSE,51.704,-2.902,Usk,Fortress,Monmouthshire,TRUE,"Manning 1995: 56, Fig. 20.4a",-,-,-,Found in culvert by 'Via Principalis' of fortress. Found alongside 81 and 82,Cast,Site: AD 55-75,"Incomplete. Domed bell with part of the rim missing. The suspension loop is worn, but retains its hexagonal shape and circular aperture. Image indicates a pair of faintly incised lines near the top of the domed body. No clapper recorded."
81,Roman,Domed,Unclear,Military,TRUE,FALSE,Cu alloy,FALSE,51.704,-2.902,Usk,Fortress,Monmouthshire,TRUE,"Manning 1995: 56, Fig. 20.4b",-,-,-,Found in culvert by 'Via Principalis' of fortress. Found alongside 80 and 82.,Cast,Site: AD 55-75,"Domed bell. The suspension loop is worn or has broken edges, making it difficult to identify the original shape. It has a circular aperture. Image suggests a pair of faintly incised circumferential lines near top, a third line slightly further down, and a"
82,Roman,Domed,Pentagonal,Military,TRUE,FALSE,Cu alloy,FALSE,51.704,-2.902,Usk,Fortress,Monmouthshire,TRUE,"Manning 1995: 56, Fig. 20.4c",-,-,-,Found in culvert by 'Via Principalis' of fortress. Found alongside 80 and 81,Cast,Site: AD 55-75,"Domed bell. The suspension loop is worn, but was probably originally pentagonal in shape with a circular aperture. Image suggests a pair of incised lines near the rim, but they do not seem to be circumferential. No clapper recorded."
123,Roman,Fragment,Hexagonal,Military,TRUE,FALSE,Cu alloy,FALSE,51.704,-2.902,Usk,Fortress,Monmouthshire,FALSE,"Manning 1995: 58, Fig. 21.5",-,-,-,-,Cast,-,"Fragment, consisting of a suspension loop only. It is hexagonal in shape, one edge is missing, and has a large circular aperture."
221,Roman,Fragment,?Circular,Military,TRUE,FALSE,Cu alloy,FALSE,51.704,-2.902,Usk,PAS,Monmouthshire,TRUE,PAS: PUBLIC-751557,-,-,23.3,-,-,-,"Fragment, comprising of a circular suspension loop and top section of a bell. The integral suspension loop (11.4mm high and 14.0mm wide) is of hexagonally faceted section and has an oval shaped aperture. The top of the object is domed, and has a heavily-p"
23,Roman,Crotal,Circular,Large town,TRUE,FALSE,Cu alloy,FALSE,51.75,-0.3539,Verulamium,,Hertfordshire,FALSE,Frere 1984: 195,-,-,-,Unstratified.,Cast,-,"Very small spherical bell, made in two halves with the joint clearly visible. The suspension loop is broken, but was probably circular in shape with a circular aperture. No clapper."
48,?Roman,Quadrangular,Circular,Large town,TRUE,FALSE,Cu alloy,FALSE,51.75,-0.3539,Verulamium,,Hertfordshire,FALSE,"Frere 1972: 126, Fig. 37.93",-,-,-,"BI 9, Cellar filling",Cast,AD 310-15,"Four-sided pyramidal bell, rectangular in plan. Stubs of iron loop on the interior of the bell which would have held the presumably now missing clapper. Heavily worn suspension loop, shape unclear but probably circular or pentagonal, with an oval aperture"
83,Roman,Domed,Circular,Large town,TRUE,FALSE,Cu alloy,FALSE,51.75,-0.3539,Verulamium,,Hertfordshire,FALSE,Frere 1984: 55,-,-,-,"Extramural, bog mud near river",Cast,AD 365 - 380,"Domed bell, described as being 'solidly cast'. Circular suspension loop with a circular aperture. Clapper missing."
106,Roman,Iron,Circular,Military,TRUE,FALSE,Iron,TRUE,54.9911,-2.3608,Vindolanda,Fort,Northumberland,FALSE,"Bidwell 1985: 147, Fig. 53.93",42,24,65,"From Period 4a/b deposit, found with 3rd cent. AD material. Period 4a/b = erection (4a, c.AD 235) and refurbishment (4b, c.AD 250-60) of double barrack.",Cast,"3rd cent. AD (Period 4a/b, c.AD235 - 260)","Complete iron bell. The body, judging from green corrosion products in several places, originally had a thin copper alloy covering. The body has been made from a single carefully cut sheet of iron, folded to form the angles and lap-welded down the two sid"
161,Roman,Domed,-,Rural,FALSE,FALSE,Cu alloy,FALSE,51.988,-0.119,Wallington,PAS,Hertfordshire,TRUE,PAS: BH-C89074,14.7,-,12.8,-,Cast,-,"Incomplete. Approximately 1/4 of the body of bell has been lost, as well as the suspension loop and clapper, although iron corrosion marks the clapper's original position. The hollow bell chamber is slighlty domed and the outer surface is decorated with t"
6,Roman,Tulip,?Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.231,-0.662,Wanborough,Temple,Surrey,FALSE,"Williams 2007: 219, Fig. 33.51",-,-,-,Recovered from topsoil in the area of Trench 11,Cast,c. 2nd - 3rd cent. AD,"Incomplete. Upper part of a tulip-shaped bell; a small fragment of what is probably the lower edge is present but does not join. The top of the bell has a rectangular hole set in a slot, while on the interior, below the ends of the loop, are two iron stum"
49,?Roman,Quadrangular,Hexagonal,Small town,TRUE,TRUE,Cu alloy,FALSE,51.231,-0.662,Wanborough,,Wiltshire,FALSE,"Anderson, Wacher & Fitzpatrick 2001: 76-7, Fig. 29.6",-,-,-,"Phase 3 a-b. 76c. XXXIX, 100, 476.",Cast,c. AD 230-400+,"Four-sided bell with slight shoulder on upper dome, with expanded hollowed rim corners. Worn hexagonal suspension loop with a small perforation in the upper dome to each side of the loop. Clapper missing."
84,Roman,Domed and Lipped,Hexagonal,Small town,TRUE,FALSE,Cu alloy,TRUE,51.231,-0.662,Wanborough,,Wiltshire,FALSE,"Anderson, Wacher & Fitzpatrick 2001: 76-7, Fig. 29.7",-,-,-,"Phase 1c, 76b",Cast,c. AD 65-75/80,"Complete. Rounded dome, with a slightly flared rim and thickened external rim band. The dome top has been filed almost flat around the hexagonal suspension loop, which has a large circular aperture. The bell retains its (corroded) straight tubular iron cl"
85,Roman,Domed,-,Small town,FALSE,FALSE,Cu alloy,FALSE,51.231,-0.662,Wanborough,,Wiltshire,TRUE,"Anderson, Wacher & Fitzpatrick 2001: 76-7, Fig. 29.10",-,-,-,"Phase 2a, 76b",Cast,c. AD 80-150,"Incomplete. Almost half the dome of a very small bell, with steep sides rising from the simple rim to the rounded shoulder, above which is the conical upper dome bearing a double incised line circle, with a single concentric circle above it. No suspension"
90,Roman,Domed,-,Small town,FALSE,FALSE,Cu alloy,FALSE,51.231,-0.662,Wanborough,,Wiltshire,TRUE,"Anderson, Wacher & Fitzpatrick 2001: 76-7, Fig. 29.8",-,-,-,u/s,Cast,-,"Incomplete. Domed body of a bell, the rim truncated in places. Suspension loop is broken. Three concentric fine grooves encircle the upper dome. Clapper missing but probably represented by iron corrosion products inside the dome at one side."
115,-,Fragment,-,Small town,FALSE,FALSE,Cu alloy,FALSE,51.231,-0.662,Wanborough,,Wiltshire,FALSE,"Anderson, Wacher & Fitzpatrick 2001: 76-7, Fig. 29.9",80,-,-,Unstratified.,Cast,-,Curved fragment of the body of a bell. It includes a section of the body and a slightly flared rim. Fine pitting on the perimeter 6mm band of the internal rim edge indicates probable different surface treatment of this area. Much larger than other example
260,Roman,Fragment,Hexagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,52.12527,0.93868,Wattisham,PAS,Suffolk,TRUE,PAS: SF-A51835,23,-,15,-,Cast,-,"Fragment, consisting of a suspension loop and a small section of the top of a bell. The suspension loop is hexagonal with a circular aperture. It measures 15mm in height and 17mm in width externally. The fragment of the bell measures 23mm in surviving wid"
164,Roman,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,55.133,-1.583,West Bedlington,PAS,Northumberland,TRUE,PAS: NCL-1E5635,29.19,-,25.84,-,Cast,-,"Incomplete. The body of a conical bell, missing its suspension loop and clapper. There is incised linear decoration around the circumference near the apex and base of the bell. The surface of the bell appears to be fairly worn."
250,Roman,Domed and Lipped,Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.2613,-0.508,West Clandon,PAS,Surrey,TRUE,PAS: SUR-15F618,34,-,35,-,Cast,-,"Domed bell, with a mouth which is circular in plan. The suspension loop is pentagonal with a circular aperture. The bell has a pair of vertical casting seams and there are two raised bands above the rim. Clapper missing."
276,Roman,Domed and Lipped,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,51.2613,-0.508,West Clandon,PAS,Surrey,FALSE,PAS: SUR-15DC16,31.5,-,34,-,Cast,-,"Incomplete. Domed bell, with a thickened rim which flares very slightly outwards. The suspension loop is ?circular in shape with a circular aperture. There is a pair of roughly-shaped apertures in the upper body. No clapper recorded."
287,,Openwork,Pentagonal,Rural,TRUE,FALSE,Cu alloy,TRUE,51.2613,-0.508,West Clandon,PAS,Surrey,FALSE,PAS: SUR-B48E74,20,,24,,Cast,,"6 alternating triangles; iron corrosion, pentagonal loop"
227,Roman,Unknown,Unclear,Rural,TRUE,FALSE,Cu alloy,FALSE,51.633,-1.415,West Hanney,PAS,Oxfordshire,FALSE,PAS: BERK-73F442,27.37,-,30.55,-,Cast,-,No image. Description from PAS as follows: 'A cast copper alloy animal bell. The bell is domed with an integral loop and contains an iron suspension inside the bell. The bell is undecorated.'
238,Roman,Shouldered,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.302,0.668,West Stow,PAS,Suffolk,FALSE,PAS: NMS-6AFF97,20,-,15,-,-,-,"Incomplete. The sides of the bell are almost vertical to a shoulder, where they taper inwards to the apex. There is a small, irregular perforation in the shoulder. The suspension loop is broken. The bell retains the corroded remains of an iron staple for "
128,Roman,Domed,Semi-circular,Rural,TRUE,FALSE,Cu alloy,FALSE,54.019372,-0.578926,Wetwang,PAS,East Riding of Yorkshire,FALSE,PAS: FAKL-DB2AD1,19.1,-,27.8,-,Cast,-,"Tall circular body, slightly domed, with a rounded top which has a 4.5mm diameter hole in the centre. Above this is an integrally cast, round sectioned, D-shaped loop, a projection on one side perhaps representing the original casting gate. Circumferentia"
144,?Roman,Domed,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,51.362,-0.453,Weybridge,PAS,Surrey,TRUE,PAS: SUR-F68F48,19.49,-,36.71,-,Cast,-,"Probably a bell, of uncertain date. The body of the bell is bullet-shaped and has an integral circular suspension loop with an oval aperture. On the exterior there is a low collar near the rim and above this there is a band of shallow rounded triangular i"
271,Roman,Domed,Hexagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,53.323715,-0.368503,Wickenby,PAS,Lincolnshire,FALSE,PAS: LIN-652662,18,-,22,-,Struck or hammered,-,"Incomplete. One side of the bell has a large section missing. It is domed is shape, and the rim flares outwards slightly. The suspension loop is hexagonal, with a circular aperture. There is iron corrosion in the centre of the interior, probably the remai"
237,Roman,Conical,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,53.148,-0.082,Wilksby,PAS,Lincolnshire,FALSE,PAS: NCL-F275C5,-,-,36.64,-,Cast,-,"Incomplete. One side of the body is missing, as is the clapper. The bell seems to be conical in shape, but it is difficult to tell with half the body missing. There is a circular suspension loop with a large circular aperture."
149,Roman,Unknown,-,Rural,FALSE,FALSE,Cu alloy,FALSE,53.283333,-2.466667,Wincham,PAS,Cheshire,TRUE,PAS: LVPL-A580F6,22.21,-,34.89,-,Cast,-,"Incomplete. Half of the body of a bell. It is slightly conical in form, but flares outwards slightly towards the rim. The rim is decorated with a circumferential groove. The top of the bell expands outwards slightly before tapering in towards the remains "
86,Roman,Domed,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.0632,-1.308,Winchester,Burial,Hampshire,TRUE,"Biddle 1967: 244, Fig. 9.23",-,-,-,"Grange road, Grave 2",Cast,Flavian (AD 85-95),"Domed bell, which has two incised, circumferential lines on the shoulder. The hexagonal suspension loop has a circular aperture. Image indicates the interior is filled with a large corroded mass which extends well below the rim of the bell. This makes it "
